mapping_rate	data	section
58.16	cattle	All
55.5	cattle	All
67.22	cattle	All
68.28	cattle	All
65.83	cattle	All
73.92	cattle	All
58.95	cattle	All
56.38	cattle	All
56.01	cattle	All
57.01	cattle	All
58.91	cattle	All
56.8	cattle	All
64.76	cattle	All
65.46	cattle	All
64.42	cattle	All
65.04	cattle	All
57.06	cattle	All
63.82	cattle	All
66.35	cattle	All
66.17	cattle	All
67.02	cattle	All
64.22	cattle	All
64.93	cattle	All
67.92	cattle	All
67.75	cattle	All
54.61	cattle	All
57.56	cattle	All
66.36	cattle	All
61.25	cattle	All
65.89	cattle	All
69.6	cattle	All
62.77	cattle	All
66.03	cattle	All
84.06	cattle	All
71.99	cattle	All
70.16	cattle	All
66.82	cattle	All
63.39	cattle	All
67.23	cattle	All
64.27	cattle	All
67.74	cattle	All
61.81	cattle	All
64.28	cattle	All
66	cattle	All
64.94	cattle	All
62.87	cattle	All
63.71	cattle	All
66.8	cattle	All
61.89	cattle	All
61.77	cattle	All
61.98	cattle	All
64.29	cattle	All
65.29	cattle	All
66.06	cattle	All
66.29	cattle	All
63.89	cattle	All
62.86	cattle	All
64.96	cattle	All
68.94	cattle	All
64.39	cattle	All
62.61	cattle	All
64.77	cattle	All
65.9	cattle	All
63.66	cattle	All
61.25	cattle	All
64.9	cattle	All
65.98	cattle	All
57.13	cattle	All
72.39	cattle	All
63.76	cattle	All
64.84	cattle	All
66.18	cattle	All
76.75	cattle	All
59.06	cattle	All
74.1	cattle	All
65.55	cattle	All
68.37	cattle	All
60.57	cattle	All
60.49	cattle	All
65.76	cattle	All
59.66	cattle	All
62.75	cattle	All
71.38	cattle	All
65.65	cattle	All
70.4	cattle	All
68.96	cattle	All
59.52	cattle	All
57.24	cattle	All
56.05	cattle	All
59.2	cattle	All
57.93	cattle	All
59.61	cattle	All
55.56	cattle	All
59.1	cattle	All
62.44	cattle	All
56.8	cattle	All
60.67	cattle	All
61.46	cattle	All
59.6	cattle	All
57.05	cattle	All
59.5	cattle	All
67.05	cattle	All
56.44	cattle	All
57.9	cattle	All
57.23	cattle	All
56.91	cattle	All
65.19	cattle	All
71.58	cattle	All
66.15	cattle	All
68.04	cattle	All
72.8	cattle	All
69.92	cattle	All
68.03	cattle	All
63.02	cattle	All
62.72	cattle	All
61.58	cattle	All
62.13	cattle	All
61.5	cattle	All
62.55	cattle	All
63.73	cattle	All
62.44	cattle	All
61.5	cattle	All
60.97	cattle	All
62.85	cattle	All
63.4	cattle	All
85.16	cattle	All
87.18	cattle	All
82.71	cattle	All
81.93	cattle	All
80.12	cattle	All
81.93	cattle	All
82.15	cattle	All
86.55	cattle	All
80.84	cattle	All
82.59	cattle	All
84.19	cattle	All
83.19	cattle	All
79.67	cattle	All
79.38	cattle	All
86.56	cattle	All
79.17	cattle	All
82.92	cattle	All
71.86	cattle	All
86.34	cattle	All
88.3	cattle	All
71.57	cattle	All
81.58	cattle	All
72.78	cattle	All
78.7	cattle	All
77	cattle	All
72.79	cattle	All
84.28	cattle	All
71.08	cattle	All
82.28	cattle	All
84.98	cattle	All
81.59	cattle	All
69.29	cattle	All
70.63	cattle	All
78.38	cattle	All
56.21	cattle	All
77.09	cattle	All
62.41	cattle	All
71.88	cattle	All
68.35	cattle	All
66.06	cattle	All
55.92	cattle	All
61.8	cattle	All
73.7	cattle	All
66.51	cattle	All
74.06	cattle	All
53.88	cattle	All
61.89	cattle	All
58.11	cattle	All
68.7	cattle	All
64.82	cattle	All
67.04	cattle	All
68.33	cattle	All
70.7	cattle	All
71.76	cattle	All
45.43	cattle	All
55.58	cattle	All
69.61	cattle	All
70.46	cattle	All
61.28	cattle	All
73.39	cattle	All
68.31	cattle	All
69.8	cattle	All
54.44	cattle	All
63.92	cattle	All
50.74	cattle	All
53.21	cattle	All
35.16	cattle	All
59.55	cattle	All
26.74	cattle	All
26.4	cattle	All
28.57	cattle	All
40.5	cattle	All
11.98	cattle	All
49.25	cattle	All
51.45	cattle	All
33.84	cattle	All
16.91	cattle	All
24.78	cattle	All
19.97	cattle	All
25.61	cattle	All
33.5	cattle	All
64.29	cattle	All
69.64	cattle	All
64.94	cattle	All
56.86	cattle	All
91.01	cattle	All
73.93	cattle	All
88.27	cattle	All
77.46	cattle	All
77.9	cattle	All
80.47	cattle	All
76.34	cattle	All
81.66	cattle	All
79.09	cattle	All
83.57	cattle	All
82	cattle	All
74.89	cattle	All
84.11	cattle	All
83.34	cattle	All
68.21	cattle	All
68.98	cattle	All
79.13	cattle	All
80.85	cattle	All
83.95	cattle	All
80.31	cattle	All
83.86	cattle	All
77	cattle	All
80.93	cattle	All
78.37	cattle	All
69.91	cattle	All
68.93	cattle	All
74.59	cattle	All
73.33	cattle	All
83.19	cattle	All
84.83	cattle	All
77.26	cattle	All
76.22	cattle	All
43.17	cattle	All
78.17	cattle	All
62.56	cattle	All
71.19	cattle	All
70.53	cattle	All
70.61	cattle	All
71.27	cattle	All
58.56	cattle	All
71.24	cattle	All
64.37	cattle	All
62.94	cattle	All
63.04	cattle	All
68.12	cattle	All
68.21	cattle	All
69.66	cattle	All
57.01	cattle	All
52.49	cattle	All
68.7	cattle	All
66.17	cattle	All
68.05	cattle	All
56.37	cattle	All
59.22	cattle	All
61.8	cattle	All
62.96	cattle	All
59.56	cattle	All
66.97	cattle	All
70.96	cattle	All
69.3	cattle	All
63.53	cattle	All
83.51	cattle	All
71.22	cattle	All
89.65	cattle	All
62.85	cattle	All
81.17	cattle	All
84.9	cattle	All
87.08	cattle	All
79.06	cattle	All
80.91	cattle	All
81.87	cattle	All
77.78	cattle	All
81.35	cattle	All
82.98	cattle	All
80.07	cattle	All
80.81	cattle	All
81.7	cattle	All
87.5	cattle	All
78.54	cattle	All
75.2	cattle	All
82.66	cattle	All
81.69	cattle	All
73.16	cattle	All
68.05	cattle	All
74.22	cattle	All
78.17	cattle	All
71.73	cattle	All
32.02	cattle	All
84.63	cattle	All
76.27	cattle	All
70.81	cattle	All
87.64	cattle	All
82.23	cattle	All
86.32	cattle	All
85.43	cattle	All
80.92	cattle	All
88.73	cattle	All
90.09	cattle	All
87.8	cattle	All
82.43	cattle	All
74.52	cattle	All
84.62	cattle	All
80.52	cattle	All
78.54	cattle	All
83.39	cattle	All
82.12	cattle	All
87.17	cattle	All
83.28	cattle	All
84.01	cattle	All
88.11	cattle	All
91.08	cattle	All
82.79	cattle	All
76.42	cattle	All
84.31	cattle	All
80.21	cattle	All
78.3	cattle	All
82.58	cattle	All
91.31	cattle	All
81.84	cattle	All
89.84	cattle	All
80.74	cattle	All
84.17	cattle	All
80.33	cattle	All
71.57	cattle	All
89.17	cattle	All
72.6	cattle	All
92.25	cattle	All
83.35	cattle	All
85.88	cattle	All
90.21	cattle	All
89.82	cattle	All
81.27	cattle	All
88.26	cattle	All
75.71	cattle	All
76.42	cattle	All
85.98	cattle	All
79.45	cattle	All
86.48	cattle	All
77.37	cattle	All
86.74	cattle	All
72.07	cattle	All
79.61	cattle	All
61.63	cattle	All
81.33	cattle	All
79.38	cattle	All
85.95	cattle	All
75.67	cattle	All
80.61	cattle	All
72.49	cattle	All
76.44	cattle	All
74.11	cattle	All
81.35	cattle	All
78.73	cattle	All
74.75	cattle	All
80.69	cattle	All
81.88	cattle	All
84.57	cattle	All
75.34	cattle	All
78.1	cattle	All
83.32	cattle	All
78.56	cattle	All
83.43	cattle	All
66.46	cattle	All
79.67	cattle	All
78.48	cattle	All
81.92	cattle	All
77	cattle	All
77.54	cattle	All
76.77	cattle	All
78.47	cattle	All
76.21	cattle	All
88.76	cattle	All
86.71	cattle	All
79.61	cattle	All
76.77	cattle	All
65.69	cattle	All
87.57	cattle	All
85.55	cattle	All
69.46	cattle	All
79.15	cattle	All
88.66	cattle	All
79.76	cattle	All
77.57	cattle	All
79.83	cattle	All
86.51	cattle	All
74.94	cattle	All
81.89	cattle	All
78.49	cattle	All
74.43	cattle	All
77.08	cattle	All
73.38	cattle	All
77.17	cattle	All
76.63	cattle	All
72.28	cattle	All
82.38	cattle	All
72.96	cattle	All
79.86	cattle	All
71.16	cattle	All
74.45	cattle	All
82.64	cattle	All
78.58	cattle	All
87.31	cattle	All
85.29	cattle	All
79.55	cattle	All
86.3	cattle	All
78.13	cattle	All
88.77	cattle	All
82.87	cattle	All
81.03	cattle	All
61.68	cattle	All
62.44	cattle	All
61.34	cattle	All
62.73	cattle	All
61.03	cattle	All
62.33	cattle	All
62.11	cattle	All
62.39	cattle	All
61.81	cattle	All
63.55	cattle	All
63.16	cattle	All
62.54	cattle	All
63.34	cattle	All
79.67	cattle	All
81.17	cattle	All
72.23	cattle	All
75.38	cattle	All
69.68	cattle	All
74.76	cattle	All
79.67	cattle	All
78.3	cattle	All
80.53	cattle	All
80.98	cattle	All
76.36	cattle	All
77.76	cattle	All
72.5	cattle	All
73.98	cattle	All
80.55	cattle	All
70.45	cattle	All
76.99	cattle	All
72.14	cattle	All
80.06	cattle	All
64.7	cattle	All
80.43	cattle	All
71.6	cattle	All
81.12	cattle	All
71.4	cattle	All
69.9	cattle	All
60.56	cattle	All
63.85	cattle	All
61.29	cattle	All
65.19	cattle	All
62.21	cattle	All
58.77	cattle	All
62.88	cattle	All
62.16	cattle	All
59.93	cattle	All
60.97	cattle	All
60.49	cattle	All
61.29	cattle	All
64.58	cattle	All
60.9	cattle	All
62.95	cattle	All
59.65	cattle	All
58.27	cattle	All
61.64	cattle	All
58.31	cattle	All
60.68	cattle	All
62.33	cattle	All
57.27	cattle	All
59.94	cattle	All
60.32	cattle	All
61.6	cattle	All
60.39	cattle	All
63.99	cattle	All
59.23	cattle	All
62.2	cattle	All
58.18	cattle	All
67.05	cattle	All
67.77	cattle	All
59.96	cattle	All
67.48	cattle	All
68.99	cattle	All
65.07	cattle	All
61.71	cattle	All
67.56	cattle	All
60.85	cattle	All
67.4	cattle	All
61.17	cattle	All
69.82	cattle	All
66.85	cattle	All
68.29	cattle	All
62.83	cattle	All
56.09	cattle	All
69.2	cattle	All
70.81	cattle	All
62.08	cattle	All
58.55	cattle	All
60.36	cattle	All
58.02	cattle	All
65.74	cattle	All
59.3	cattle	All
68.98	cattle	All
58.52	cattle	All
64.24	cattle	All
58.74	cattle	All
67.61	cattle	All
63.03	cattle	All
64.29	cattle	All
67.46	cattle	All
58.15	cattle	All
63.01	cattle	All
64.3	cattle	All
61.73	cattle	All
66.32	cattle	All
63.41	cattle	All
59.21	cattle	All
68.47	cattle	All
60.59	cattle	All
64.54	cattle	All
70.55	cattle	All
70.59	cattle	All
67.78	cattle	All
72.16	cattle	All
71.82	cattle	All
70.07	cattle	All
72.28	cattle	All
66.38	cattle	All
62.3	cattle	All
70.86	cattle	All
66.74	cattle	All
71.74	cattle	All
71.6	cattle	All
69.67	cattle	All
64.57	cattle	All
71.05	cattle	All
68.98	cattle	All
64.37	cattle	All
75.29	cattle	All
73.19	cattle	All
65.01	cattle	All
71.55	cattle	All
70.7	cattle	All
66.67	cattle	All
61.33	cattle	All
72.78	cattle	All
76.32	cattle	All
59.9	cattle	All
60.89	cattle	All
71.19	cattle	All
68.83	cattle	All
60.33	cattle	All
68.17	cattle	All
69.07	cattle	All
68.82	cattle	All
64.35	cattle	All
55.88	cattle	All
62.3	cattle	All
66.09	cattle	All
67.32	cattle	All
64.32	cattle	All
58.67	cattle	All
63.01	cattle	All
56.25	cattle	All
64.85	cattle	All
68.77	cattle	All
57.14	cattle	All
64.95	cattle	All
58.75	cattle	All
65.51	cattle	All
68.01	cattle	All
68.39	cattle	All
59.72	cattle	All
67.48	cattle	All
55.73	chicken	Rectum
47.28	chicken	Rectum
83.38	chicken	Rectum
86.56	chicken	Rectum
47.28	chicken	Rectum
51.98	chicken	Rectum
47.43	chicken	Rectum
49.65	chicken	Rectum
55.93	chicken	Rectum
64.43	chicken	Rectum
53.21	chicken	Rectum
51.33	chicken	Rectum
72.42	chicken	Rectum
54.08	chicken	Rectum
47.09	chicken	Rectum
50.47	chicken	Rectum
50.69	chicken	Rectum
50.48	chicken	Rectum
49.74	chicken	Rectum
51.88	chicken	Rectum
52.29	chicken	Rectum
53.93	chicken	Rectum
53.89	chicken	Rectum
50.87	chicken	Rectum
49.3	chicken	Rectum
53.34	chicken	Rectum
50.72	chicken	Rectum
51.77	chicken	Rectum
52.69	chicken	Rectum
52.36	chicken	Rectum
50.87	chicken	Rectum
51	chicken	Rectum
61.21	chicken	Rectum
48.09	chicken	Rectum
50.22	chicken	Rectum
48.96	chicken	Rectum
51.31	chicken	Rectum
49.04	chicken	Rectum
49.77	chicken	Rectum
72.92	chicken	Rectum
50.81	chicken	Rectum
71.47	chicken	Rectum
73.35	chicken	Rectum
64.82	chicken	Rectum
51.32	chicken	Rectum
49.77	chicken	Rectum
52.53	chicken	Rectum
49.94	chicken	Rectum
48.94	chicken	Rectum
49.08	chicken	Rectum
53.06	chicken	Rectum
48.98	chicken	Rectum
49.98	chicken	Rectum
47.68	chicken	Rectum
52.18	chicken	Rectum
49.95	chicken	Rectum
53.35	chicken	Rectum
49.6	chicken	Rectum
50.74	chicken	Rectum
48.6	chicken	Rectum
47.02	chicken	Rectum
51.96	chicken	Rectum
52.93	chicken	Rectum
50.31	chicken	Rectum
51.33	chicken	Rectum
52.22	chicken	Rectum
51.22	chicken	Rectum
53.13	chicken	Rectum
44.73	chicken	Rectum
48.26	chicken	Rectum
49.27	chicken	Rectum
52.14	chicken	Rectum
50.89	chicken	Rectum
52.18	chicken	Rectum
52.04	chicken	Rectum
51.2	chicken	Rectum
45.65	chicken	Rectum
57.61	chicken	Rectum
56.72	chicken	Rectum
46.31	chicken	Rectum
53.6	chicken	Rectum
51.68	chicken	Rectum
48.87	chicken	Rectum
51.71	chicken	Rectum
52.93	chicken	Rectum
50.43	chicken	Rectum
51.12	chicken	Rectum
49.55	chicken	Rectum
50.28	chicken	Rectum
47.81	chicken	Rectum
51.65	chicken	Rectum
51.45	chicken	Rectum
50.74	chicken	Rectum
51.88	chicken	Rectum
55.95	chicken	Stomachs
45.71	chicken	Stomachs
44.84	chicken	Stomachs
54.34	chicken	Rectum
53.55	chicken	Rectum
44.05	chicken	Rectum
49.72	chicken	Rectum
52.67	chicken	Rectum
55.34	chicken	Rectum
44.51	chicken	Rectum
40.34	chicken	Rectum
53.95	chicken	Rectum
55.86	chicken	Rectum
44.68	chicken	Rectum
51.46	chicken	Rectum
61.3	chicken	Rectum
42.13	chicken	Rectum
41.91	chicken	Rectum
43.77	chicken	Rectum
42.37	chicken	Rectum
42.39	chicken	Rectum
51.84	chicken	Rectum
52.25	chicken	Rectum
50.6	chicken	Rectum
53.15	chicken	Rectum
42.88	chicken	Rectum
49.01	chicken	Rectum
53.42	chicken	Rectum
53.89	chicken	Rectum
54.33	chicken	Rectum
51.36	chicken	Rectum
51.31	chicken	Rectum
81.26	chicken	Rectum
50.34	chicken	Rectum
54.43	chicken	Rectum
67.36	chicken	Rectum
54.35	chicken	Rectum
59.63	chicken	Rectum
61.84	chicken	Rectum
74.27	chicken	Rectum
61.64	chicken	Rectum
85.46	chicken	Rectum
63.67	chicken	Rectum
69.43	chicken	Rectum
57.01	chicken	Rectum
76.71	chicken	Rectum
82.82	chicken	Rectum
66.72	chicken	Rectum
51.19	chicken	Rectum
69.22	chicken	Rectum
63.22	chicken	Rectum
55.77	chicken	Rectum
54.23	chicken	Rectum
62.13	chicken	Rectum
62.18	chicken	Rectum
66.04	chicken	Rectum
56.4	chicken	Rectum
56.17	chicken	Rectum
75.33	chicken	Rectum
75.24	chicken	Rectum
58.79	chicken	Rectum
57.96	chicken	Rectum
62.08	chicken	Rectum
67.29	chicken	Rectum
79.4	chicken	Rectum
77.33	chicken	Rectum
46.17	chicken	Rectum
44.61	chicken	Rectum
48.91	chicken	Rectum
45.41	chicken	Rectum
49.79	chicken	Rectum
44.6	chicken	Rectum
42.13	chicken	Rectum
42.83	chicken	Rectum
44.93	chicken	Rectum
47.84	chicken	Rectum
42.32	chicken	Rectum
44.7	chicken	Rectum
45.68	chicken	Rectum
48.57	chicken	Rectum
45.32	chicken	Rectum
45.6	chicken	Rectum
42.79	chicken	Rectum
46.75	chicken	Rectum
47.18	chicken	Rectum
44.15	chicken	Rectum
46.23	chicken	Rectum
46.43	chicken	Rectum
46.98	chicken	Rectum
47.24	chicken	Rectum
45.28	chicken	Rectum
46.26	chicken	Rectum
48.12	chicken	Rectum
47.08	chicken	Rectum
44.54	chicken	Rectum
44.53	chicken	Rectum
44.83	chicken	Rectum
44.33	chicken	Rectum
49.23	chicken	Rectum
43.39	chicken	Rectum
45.98	chicken	Rectum
46.73	chicken	Rectum
48	chicken	Rectum
46.42	chicken	Rectum
47.62	chicken	Rectum
47.1	chicken	Rectum
55.18	chicken	Rectum
44.57	chicken	Rectum
46.52	chicken	Rectum
50.84	chicken	Rectum
49.05	chicken	Rectum
48.54	chicken	Rectum
49.01	chicken	Rectum
46.91	chicken	Rectum
50.39	chicken	Rectum
50.53	chicken	Rectum
47.21	chicken	Rectum
46.72	chicken	Rectum
50.95	chicken	Rectum
54.22	chicken	Rectum
46.36	chicken	Rectum
49.32	chicken	Rectum
49.6	chicken	Rectum
47.06	chicken	Rectum
49.3	chicken	Rectum
50.05	chicken	Rectum
48.49	chicken	Rectum
46.35	chicken	Rectum
43.17	chicken	Rectum
44.62	chicken	Rectum
47.74	chicken	Rectum
48.34	chicken	Rectum
50.51	chicken	Rectum
48.11	chicken	Rectum
44.28	chicken	Rectum
54.32	chicken	Rectum
50.39	chicken	Rectum
50.7	chicken	Rectum
44.94	chicken	Rectum
46.28	chicken	Rectum
45.13	chicken	Rectum
45.26	chicken	Rectum
45.78	chicken	Rectum
49.73	chicken	Rectum
47.09	chicken	Rectum
50.1	chicken	Rectum
41.81	chicken	Rectum
45.38	chicken	Rectum
54.44	chicken	Rectum
53.67	chicken	Rectum
54.21	chicken	Rectum
53.22	chicken	Rectum
55.67	chicken	Rectum
51.93	chicken	Rectum
48.77	chicken	Rectum
45.32	chicken	Rectum
43.56	chicken	Rectum
54.9	chicken	Rectum
55.46	chicken	Rectum
47.62	chicken	Rectum
51.67	chicken	Rectum
54.46	chicken	Rectum
54.55	chicken	Rectum
51.54	chicken	Rectum
49.68	chicken	Rectum
55.44	chicken	Rectum
48.81	chicken	Rectum
46.13	chicken	Rectum
46.11	chicken	Rectum
51.25	chicken	Rectum
55.46	chicken	Rectum
46.41	chicken	Rectum
38.74	chicken	Stomachs
45.66	chicken	Rectum
46.21	chicken	Rectum
36.62	chicken	Stomachs
47.37	chicken	Rectum
34.55	chicken	Stomachs
44.96	chicken	Rectum
45.25	chicken	Rectum
50.08	chicken	Rectum
37.41	chicken	Stomachs
45.42	chicken	Rectum
39.58	chicken	Stomachs
40.3	chicken	Stomachs
30.87	chicken	Stomachs
40.11	chicken	Stomachs
37.52	chicken	Stomachs
29.05	chicken	Stomachs
49.46	chicken	Rectum
59.5	chicken	Rectum
33.4	chicken	Stomachs
44.87	chicken	Rectum
46.45	chicken	Rectum
54.82	chicken	Rectum
44.92	chicken	Rectum
53.33	chicken	Rectum
44.76	chicken	Stomachs
46.62	chicken	Rectum
56.12	chicken	Rectum
53.74	chicken	Rectum
56.14	chicken	Rectum
33.33	chicken	Stomachs
45.51	chicken	Rectum
63.57	chicken	Rectum
60.08	chicken	Rectum
49	chicken	Rectum
49.39	chicken	Rectum
35.87	chicken	Stomachs
54.23	chicken	Rectum
50.23	chicken	Rectum
45.65	chicken	Stomachs
48.94	chicken	Rectum
49.51	chicken	Rectum
45.01	chicken	Rectum
44.66	chicken	Rectum
55.78	chicken	Rectum
39.41	chicken	Stomachs
46.71	chicken	Rectum
58.64	chicken	Rectum
36.69	chicken	Stomachs
45.9	chicken	Rectum
47.57	chicken	Rectum
60.85	chicken	Rectum
53.86	chicken	Rectum
36.86	chicken	Stomachs
50.01	chicken	Rectum
58.4	chicken	Rectum
52	chicken	Rectum
43.78	chicken	Rectum
45.93	chicken	Rectum
57.05	chicken	Rectum
60	chicken	Rectum
45.63	chicken	Rectum
44.02	chicken	Rectum
64.08	chicken	Rectum
51.29	chicken	Rectum
47.6	chicken	Rectum
57.1	chicken	Rectum
45.86	chicken	Rectum
43.88	chicken	Rectum
57.3	chicken	Rectum
45.22	chicken	Rectum
44.42	chicken	Rectum
52.71	chicken	Rectum
57.61	chicken	Rectum
49.96	chicken	Rectum
52.01	chicken	Rectum
50.67	chicken	Rectum
45.99	chicken	Rectum
45.93	chicken	Rectum
32.42	chicken	Stomachs
43.2	chicken	Rectum
61.57	chicken	Stomachs
59.99	chicken	Stomachs
46.92	chicken	Rectum
61.05	chicken	Stomachs
45.2	chicken	Rectum
67.23	chicken	Stomachs
57.6	chicken	Stomachs
54.8	chicken	Stomachs
47.19	chicken	Rectum
62.35	chicken	Stomachs
48.96	chicken	Rectum
60.67	chicken	Stomachs
63.79	chicken	Stomachs
58.61	chicken	Stomachs
60.61	chicken	Stomachs
43.82	chicken	Rectum
44.62	chicken	Rectum
63.59	chicken	Stomachs
45.24	chicken	Stomachs
68.09	chicken	Stomachs
47.91	chicken	Rectum
43.44	chicken	Stomachs
68.72	chicken	Stomachs
48.3	chicken	Rectum
70.15	chicken	Intestines
61.08	chicken	Intestines
55.59	chicken	Intestines
55.29	chicken	Intestines
52.42	chicken	Intestines
45.56	chicken	Rectum
45.8	chicken	Rectum
61.14	chicken	Intestines
60.64	chicken	Intestines
62.25	chicken	Intestines
68.43	chicken	Intestines
18.39	chicken	Intestines
68.44	chicken	Intestines
49.15	chicken	Rectum
50.25	chicken	Rectum
62.89	chicken	Stomachs
40.27	chicken	Stomachs
61.36	chicken	Stomachs
59.84	chicken	Stomachs
45.93	chicken	Rectum
60.22	chicken	Stomachs
44.68	chicken	Rectum
43.61	chicken	Stomachs
63.19	chicken	Stomachs
48.02	chicken	Rectum
48.59	chicken	Stomachs
50.15	chicken	Rectum
62.31	chicken	Stomachs
40.78	chicken	Stomachs
61.76	chicken	Stomachs
47.95	chicken	Rectum
53.07	chicken	Stomachs
38.82	chicken	Stomachs
45.58	chicken	Rectum
32.8	chicken	Stomachs
38.81	chicken	Stomachs
58.6	chicken	Stomachs
53.48	chicken	Rectum
41.06	chicken	Stomachs
44.17	chicken	Rectum
58.99	chicken	Intestines
59.08	chicken	Stomachs
61.65	chicken	Stomachs
48.24	chicken	Rectum
57.49	chicken	Intestines
60.83	chicken	Intestines
52.51	chicken	Rectum
59.13	chicken	Intestines
54.19	chicken	Intestines
58.94	chicken	Intestines
41.48	chicken	Stomachs
44.07	chicken	Stomachs
48.77	chicken	Rectum
41.02	chicken	Stomachs
47.27	chicken	Rectum
64.68	chicken	Stomachs
54.17	chicken	Stomachs
58.04	chicken	Stomachs
69	chicken	Stomachs
48.29	chicken	Rectum
46.32	chicken	Rectum
56.59	chicken	Stomachs
57.29	chicken	Stomachs
58.78	chicken	Stomachs
48.87	chicken	Rectum
55.34	chicken	Stomachs
49.3	chicken	Rectum
60.11	chicken	Stomachs
66.95	chicken	Stomachs
65.66	chicken	Stomachs
57.41	chicken	Stomachs
57.79	chicken	Stomachs
52.45	chicken	Stomachs
58.35	chicken	Stomachs
61.2	chicken	Stomachs
69.61	chicken	Stomachs
65.99	chicken	Stomachs
58.77	chicken	Stomachs
58.4	chicken	Stomachs
61.23	chicken	Stomachs
61.03	chicken	Stomachs
61.08	chicken	Stomachs
57.72	chicken	Stomachs
61.02	chicken	Stomachs
61.61	chicken	Stomachs
58.41	chicken	Intestines
60.63	chicken	Intestines
42.09	chicken	Stomachs
74.49	chicken	Intestines
61.07	chicken	Stomachs
71.14	chicken	Intestines
64.35	chicken	Intestines
62.81	chicken	Intestines
60.09	chicken	Intestines
57.44	chicken	Intestines
57.12	chicken	Intestines
68.98	chicken	Intestines
58.06	chicken	Stomachs
61.72	chicken	Intestines
66.11	chicken	Intestines
57.58	chicken	Stomachs
61.28	chicken	Stomachs
60.85	chicken	Intestines
59.98	chicken	Stomachs
43.65	chicken	Stomachs
67.28	chicken	Intestines
68.88	chicken	Intestines
60.86	chicken	Stomachs
49.65	chicken	Stomachs
59.21	chicken	Intestines
64.01	chicken	Stomachs
44.39	chicken	Stomachs
42.98	chicken	Intestines
39.55	chicken	Stomachs
64.86	chicken	Stomachs
66.67	chicken	Stomachs
56.93	chicken	Stomachs
60.52	chicken	Intestines
60.43	chicken	Stomachs
63.36	chicken	Stomachs
61.14	chicken	Intestines
65.62	chicken	Intestines
72.18	chicken	Stomachs
66.73	chicken	Stomachs
52.12	chicken	Intestines
66.7	chicken	Stomachs
65.16	chicken	Stomachs
67.64	chicken	Stomachs
49.27	chicken	Intestines
58.55	chicken	Stomachs
55.75	chicken	Stomachs
63.86	chicken	Stomachs
70.1	chicken	Stomachs
54.14	chicken	Intestines
36.74	chicken	Intestines
43.98	chicken	Intestines
68.13	chicken	Stomachs
46.35	chicken	Intestines
62.04	chicken	Intestines
59.97	chicken	Intestines
60.05	chicken	Intestines
55.63	chicken	Intestines
38.32	chicken	Intestines
43.68	chicken	Intestines
45.81	chicken	Intestines
40.5	chicken	Intestines
75.95	chicken	Intestines
54.23	chicken	Intestines
44.46	chicken	Intestines
39.55	chicken	Intestines
36.02	chicken	Intestines
12.32	chicken	Intestines
47.84	chicken	Intestines
37.06	chicken	Intestines
37.04	chicken	Intestines
33.57	chicken	Intestines
45.25	chicken	Intestines
35.27	chicken	Intestines
55.06	chicken	Intestines
52.34	chicken	Rectum
50.92	chicken	Stomachs
56.82	chicken	Rectum
50.44	chicken	Rectum
39.97	chicken	Stomachs
52.98	chicken	Rectum
59.68	chicken	Rectum
60.89	chicken	Rectum
46.25	chicken	Stomachs
39.01	chicken	Stomachs
53.63	chicken	Rectum
57.62	chicken	Rectum
58.46	chicken	Rectum
52.42	chicken	Rectum
44.55	chicken	Stomachs
42.56	chicken	Stomachs
52.36	chicken	Rectum
53.21	chicken	Intestines
53.77	chicken	Intestines
54.83	chicken	Rectum
57.01	chicken	Rectum
54.84	chicken	Rectum
63.54	chicken	Rectum
46.56	chicken	Intestines
45.54	chicken	Rectum
57.54	chicken	Rectum
42.05	chicken	Intestines
58.33	chicken	Rectum
58.5	chicken	Intestines
56.94	chicken	Rectum
60.39	chicken	Rectum
60.11	chicken	Rectum
51.19	chicken	Intestines
52.6	chicken	Intestines
50.34	chicken	Intestines
54.29	chicken	Rectum
59.06	chicken	Rectum
58.8	chicken	Rectum
58.95	chicken	Intestines
56.08	chicken	Rectum
56.3	chicken	Intestines
57.83	chicken	Rectum
58.75	chicken	Rectum
59.51	chicken	Intestines
56.68	chicken	Rectum
45.25	chicken	Intestines
48.07	chicken	Intestines
61.66	chicken	Rectum
47.38	chicken	Intestines
56.1	chicken	Intestines
48.06	chicken	Intestines
55.96	chicken	Rectum
62.3	chicken	Rectum
49.21	chicken	Rectum
42.87	chicken	Intestines
47.1	chicken	Intestines
51.66	chicken	Rectum
61.8	chicken	Rectum
59.76	chicken	Rectum
50.05	chicken	Intestines
65.57	chicken	Intestines
51.9	chicken	Rectum
50.56	chicken	Intestines
59.05	chicken	Rectum
32.25	chicken	Stomachs
63.38	chicken	Stomachs
65.01	chicken	Rectum
62.09	chicken	Rectum
68.2	chicken	Rectum
58.43	chicken	Rectum
40.23	chicken	Stomachs
55.26	chicken	Stomachs
38.5	chicken	Stomachs
43.41	chicken	Stomachs
41.75	chicken	Stomachs
39.53	chicken	Stomachs
52.1	chicken	Stomachs
65.14	chicken	Stomachs
54.85	chicken	Stomachs
34.83	chicken	Stomachs
37.93	chicken	Stomachs
37.66	chicken	Stomachs
38.35	chicken	Stomachs
37.98	chicken	Stomachs
39.05	chicken	Stomachs
42.3	chicken	Stomachs
37.22	chicken	Stomachs
33.48	chicken	Stomachs
